assignment_id,section_id,course_id,title,type,description,total_points,due_date,created_date,status
ASG000226,SEC000129,ECON545,Lab 2,Presentation,Assignment covering course materials and objectives.,25,2024-11-19,2025-11-25,Draft
ASG000227,SEC000091,PHYS484,Lab 4,Final,Assignment covering course materials and objectives.,25,2024-01-07,2025-08-11,Active
ASG000228,SEC000393,MUS278,Midterm 8,Quiz,Assignment covering course materials and objectives.,25,2025-04-06,2024-08-22,Draft
ASG000229,SEC000271,ART367,Essay 1,Midterm,Assignment covering course materials and objectives.,10,2024-11-24,2025-11-21,Active
ASG000230,SEC000278,PHYS347,Exam 6,Quiz,Assignment covering course materials and objectives.,10,2024-02-01,2024-07-15,Active
ASG000231,SEC000335,MUS358,Final 7,Midterm,Assignment covering course materials and objectives.,20,2024-01-20,2025-05-03,Active
ASG000232,SEC000297,PHYS438,Quiz 5,Lab,Assignment covering course materials and objectives.,25,2025-02-28,2025-03-15,Active
ASG000233,SEC000318,BIO489,Presentation 7,Midterm,Assignment covering course materials and objectives.,50,2024-01-10,2024-04-04,Active
ASG000234,SEC000028,HIST249,Lab 4,Lab,Assignment covering course materials and objectives.,10,2024-03-24,2024-01-02,Active
ASG000235,SEC000201,PHYS506,Essay 6,Midterm,Assignment covering course materials and objectives.,50,2025-12-12,2024-11-07,Draft
ASG000236,SEC000190,ENG333,Presentation 7,Essay,Assignment covering course materials and objectives.,50,2024-07-16,2024-05-22,Draft
ASG000237,SEC000246,EDUC334,Lab 2,Homework,Assignment covering course materials and objectives.,25,2024-01-03,2025-03-19,Active
ASG000238,SEC000315,ART593,Homework 3,Project,Assignment covering course materials and objectives.,20,2024-02-25,2025-09-18,Active
ASG000239,SEC000219,ART182,Exam 2,Lab,Assignment covering course materials and objectives.,50,2025-10-13,2024-01-24,Draft
ASG000240,SEC000051,ECON554,Presentation 6,Project,Assignment covering course materials and objectives.,50,2024-08-13,2024-01-13,Active
ASG000241,SEC000105,BIO410,Lab 3,Final,Assignment covering course materials and objectives.,100,2024-01-01,2025-05-17,Active
ASG000242,SEC000326,BUS526,Presentation 3,Project,Assignment covering course materials and objectives.,10,2025-08-12,2025-10-26,Draft
ASG000243,SEC000058,CHEM531,Essay 1,Midterm,Assignment covering course materials and objectives.,10,2024-02-21,2025-03-18,Draft
ASG000244,SEC000063,ECON255,Presentation 1,Project,Assignment covering course materials and objectives.,50,2025-04-15,2024-02-29,Active
ASG000245,SEC000296,PSYC408,Homework 5,Quiz,Assignment covering course materials and objectives.,10,2025-04-16,2025-11-03,Draft
ASG000246,SEC000227,NURS287,Presentation 4,Quiz,Assignment covering course materials and objectives.,100,2025-08-12,2024-10-18,Draft
ASG000247,SEC000227,NURS287,Homework 7,Homework,Assignment covering course materials and objectives.,100,2025-04-17,2024-10-04,Draft
ASG000248,SEC000036,MUS278,Exam 3,Final,Assignment covering course materials and objectives.,20,2024-01-19,2025-06-09,Draft
ASG000249,SEC000278,PHYS347,Final 5,Midterm,Assignment covering course materials and objectives.,50,2025-07-30,2025-07-06,Active
ASG000250,SEC000132,CHEM148,Project 8,Essay,Assignment covering course materials and objectives.,100,2025-02-16,2025-06-27,Draft
ASG000251,SEC000276,CS384,Presentation 3,Midterm,Assignment covering course materials and objectives.,25,2025-05-29,2024-07-10,Active
ASG000252,SEC000007,ENG533,Homework 8,Quiz,Assignment covering course materials and objectives.,25,2024-09-20,2025-05-14,Active
ASG000253,SEC000303,PSYC215,Essay 1,Quiz,Assignment covering course materials and objectives.,20,2024-08-09,2025-01-28,Draft
ASG000254,SEC000078,EDUC397,Quiz 2,Essay,Assignment covering course materials and objectives.,50,2025-04-01,2025-06-18,Active
ASG000255,SEC000142,CS196,Homework 3,Final,Assignment covering course materials and objectives.,20,2024-10-27,2025-02-19,Active
ASG000256,SEC000312,CHEM493,Quiz 4,Midterm,Assignment covering course materials and objectives.,10,2025-03-06,2024-11-29,Active
ASG000257,SEC000291,EDUC375,Lab 3,Project,Assignment covering course materials and objectives.,10,2025-01-17,2025-08-06,Draft
ASG000258,SEC000328,ECON577,Project 8,Final,Assignment covering course materials and objectives.,10,2024-08-16,2024-04-30,Active
ASG000259,SEC000187,NURS366,Quiz 2,Project,Assignment covering course materials and objectives.,50,2025-08-17,2024-01-24,Active
ASG000260,SEC000142,CS196,Midterm 1,Lab,Assignment covering course materials and objectives.,50,2024-11-08,2024-10-15,Active
ASG000261,SEC000031,NURS185,Essay 2,Essay,Assignment covering course materials and objectives.,10,2025-09-11,2024-08-16,Active
ASG000262,SEC000080,ECON323,Midterm 2,Quiz,Assignment covering course materials and objectives.,100,2025-12-03,2024-06-13,Draft
ASG000263,SEC000274,MATH135,Homework 1,Final,Assignment covering course materials and objectives.,50,2025-11-25,2024-02-21,Draft
ASG000264,SEC000268,HIST395,Quiz 5,Lab,Assignment covering course materials and objectives.,10,2025-03-15,2025-10-16,Draft
ASG000265,SEC000370,PHYS329,Presentation 2,Quiz,Assignment covering course materials and objectives.,50,2025-04-22,2025-12-02,Active
ASG000266,SEC000312,CHEM493,Lab 3,Homework,Assignment covering course materials and objectives.,50,2025-04-25,2024-02-21,Active
ASG000267,SEC000176,CS508,Final 6,Final,Assignment covering course materials and objectives.,20,2024-10-13,2025-11-25,Active
ASG000268,SEC000131,NURS141,Midterm 8,Essay,Assignment covering course materials and objectives.,50,2024-06-29,2024-10-18,Active
ASG000269,SEC000018,PSYC569,Project 1,Project,Assignment covering course materials and objectives.,10,2025-01-09,2024-03-07,Draft
ASG000270,SEC000048,MATH455,Midterm 6,Final,Assignment covering course materials and objectives.,100,2025-03-21,2024-07-01,Active
ASG000271,SEC000352,HIST249,Lab 5,Midterm,Assignment covering course materials and objectives.,50,2024-09-27,2025-10-22,Active
ASG000272,SEC000313,CHEM524,Lab 6,Final,Assignment covering course materials and objectives.,20,2024-07-04,2025-01-06,Active
ASG000273,SEC000307,ART482,Homework 2,Homework,Assignment covering course materials and objectives.,20,2025-02-17,2024-08-25,Active
ASG000274,SEC000135,PHYS473,Exam 3,Midterm,Assignment covering course materials and objectives.,50,2025-12-15,2025-04-29,Active
ASG000275,SEC000273,CS566,Essay 5,Exam,Assignment covering course materials and objectives.,50,2025-06-02,2024-06-25,Active
ASG000276,SEC000316,PHYS424,Essay 6,Lab,Assignment covering course materials and objectives.,20,2025-12-11,2024-10-11,Active
ASG000277,SEC000276,CS384,Exam 2,Project,Assignment covering course materials and objectives.,100,2025-10-10,2024-01-05,Active
ASG000278,SEC000062,EDUC170,Essay 6,Midterm,Assignment covering course materials and objectives.,50,2025-09-08,2024-10-10,Active
ASG000279,SEC000345,PHYS438,Essay 2,Project,Assignment covering course materials and objectives.,100,2025-07-12,2025-01-06,Active
ASG000280,SEC000128,MUS358,Exam 4,Midterm,Assignment covering course materials and objectives.,25,2024-01-15,2025-05-31,Active
ASG000281,SEC000313,CHEM524,Midterm 4,Quiz,Assignment covering course materials and objectives.,50,2024-11-23,2024-06-19,Active
ASG000282,SEC000077,CHEM290,Project 3,Lab,Assignment covering course materials and objectives.,20,2024-09-14,2025-12-16,Active
ASG000283,SEC000050,CS245,Project 6,Midterm,Assignment covering course materials and objectives.,100,2025-03-18,2024-11-29,Draft
ASG000284,SEC000085,PSYC562,Final 1,Midterm,Assignment covering course materials and objectives.,20,2024-08-16,2025-01-17,Active
ASG000285,SEC000007,ENG533,Presentation 5,Essay,Assignment covering course materials and objectives.,25,2025-06-19,2024-02-15,Active
ASG000286,SEC000266,HIST522,Exam 5,Homework,Assignment covering course materials and objectives.,50,2025-11-26,2025-07-08,Active
ASG000287,SEC000266,HIST522,Presentation 3,Essay,Assignment covering course materials and objectives.,25,2025-06-18,2025-03-27,Active
ASG000288,SEC000296,PSYC408,Project 8,Homework,Assignment covering course materials and objectives.,50,2024-06-10,2025-10-07,Active
ASG000289,SEC000260,CHEM148,Midterm 4,Presentation,Assignment covering course materials and objectives.,10,2025-06-20,2024-03-02,Active
ASG000290,SEC000181,MUS278,Final 3,Exam,Assignment covering course materials and objectives.,50,2024-05-27,2024-07-26,Active
ASG000291,SEC000210,MUS295,Midterm 6,Homework,Assignment covering course materials and objectives.,10,2024-03-27,2025-01-13,Active
ASG000292,SEC000070,ART132,Midterm 1,Project,Assignment covering course materials and objectives.,25,2024-04-07,2024-10-19,Draft
ASG000293,SEC000245,HIST522,Essay 7,Final,Assignment covering course materials and objectives.,100,2025-12-14,2025-11-22,Draft
ASG000294,SEC000109,CS293,Midterm 2,Project,Assignment covering course materials and objectives.,50,2025-08-27,2025-08-24,Draft
ASG000295,SEC000005,CHEM248,Final 1,Essay,Assignment covering course materials and objectives.,20,2025-06-02,2024-07-07,Active
ASG000296,SEC000091,PHYS484,Exam 4,Presentation,Assignment covering course materials and objectives.,25,2025-04-08,2025-12-05,Active
ASG000297,SEC000100,NURS155,Midterm 7,Lab,Assignment covering course materials and objectives.,25,2024-12-06,2024-04-26,Active
ASG000298,SEC000321,CHEM422,Essay 7,Exam,Assignment covering course materials and objectives.,20,2024-06-05,2024-01-13,Active
ASG000299,SEC000144,CHEM422,Presentation 5,Lab,Assignment covering course materials and objectives.,20,2025-08-25,2025-08-02,Draft
ASG000300,SEC000063,ECON255,Project 1,Midterm,Assignment covering course materials and objectives.,10,2025-07-26,2025-11-25,Draft
ASG000301,SEC000023,MUS336,Presentation 4,Lab,Assignment covering course materials and objectives.,25,2024-03-17,2024-02-07,Draft
ASG000302,SEC000337,MATH329,Final 4,Final,Assignment covering course materials and objectives.,20,2025-09-23,2024-05-24,Active
ASG000303,SEC000196,MUS402,Exam 7,Homework,Assignment covering course materials and objectives.,25,2025-12-11,2024-07-08,Draft
ASG000304,SEC000260,CHEM148,Essay 8,Quiz,Assignment covering course materials and objectives.,10,2024-09-08,2025-03-07,Active
ASG000305,SEC000325,NURS238,Homework 6,Presentation,Assignment covering course materials and objectives.,100,2024-12-07,2025-10-28,Draft
ASG000306,SEC000091,PHYS484,Essay 1,Presentation,Assignment covering course materials and objectives.,100,2024-11-03,2024-03-16,Active
ASG000307,SEC000110,MUS524,Essay 3,Final,Assignment covering course materials and objectives.,100,2025-07-13,2025-09-21,Active
ASG000308,SEC000347,MUS278,Final 7,Homework,Assignment covering course materials and objectives.,100,2024-03-11,2024-04-03,Active
ASG000309,SEC000236,NURS432,Quiz 5,Exam,Assignment covering course materials and objectives.,20,2025-12-21,2025-02-13,Active
ASG000310,SEC000126,MUS402,Presentation 1,Final,Assignment covering course materials and objectives.,25,2025-07-25,2025-11-09,Active
ASG000311,SEC000134,BUS204,Lab 4,Midterm,Assignment covering course materials and objectives.,20,2024-04-25,2024-07-22,Active
ASG000312,SEC000221,ENG333,Midterm 8,Presentation,Assignment covering course materials and objectives.,20,2025-07-26,2024-08-17,Active
ASG000313,SEC000367,BIO489,Quiz 1,Lab,Assignment covering course materials and objectives.,20,2025-06-08,2024-10-31,Active
ASG000314,SEC000024,ENG379,Midterm 8,Essay,Assignment covering course materials and objectives.,50,2025-06-08,2024-09-24,Active
ASG000315,SEC000061,CHEM241,Final 2,Final,Assignment covering course materials and objectives.,10,2024-03-08,2025-06-22,Draft
ASG000316,SEC000143,PHYS329,Midterm 3,Quiz,Assignment covering course materials and objectives.,20,2024-04-17,2024-05-05,Active
ASG000317,SEC000198,CS237,Essay 8,Lab,Assignment covering course materials and objectives.,50,2024-01-08,2024-08-10,Active
ASG000318,SEC000068,CHEM309,Project 2,Exam,Assignment covering course materials and objectives.,10,2025-05-16,2025-06-24,Active
ASG000319,SEC000230,MUS381,Homework 5,Exam,Assignment covering course materials and objectives.,20,2024-05-23,2025-05-20,Active
ASG000320,SEC000270,CS149,Final 2,Quiz,Assignment covering course materials and objectives.,100,2024-11-21,2025-09-17,Active
ASG000321,SEC000013,BUS287,Presentation 4,Homework,Assignment covering course materials and objectives.,25,2024-04-29,2025-01-25,Active
ASG000322,SEC000067,HIST104,Midterm 3,Presentation,Assignment covering course materials and objectives.,10,2025-07-20,2025-08-03,Active
ASG000323,SEC000005,CHEM248,Essay 4,Quiz,Assignment covering course materials and objectives.,10,2024-01-20,2024-03-12,Draft
ASG000324,SEC000309,CS482,Exam 6,Quiz,Assignment covering course materials and objectives.,20,2025-02-10,2025-10-14,Active
ASG000325,SEC000080,ECON323,Project 1,Quiz,Assignment covering course materials and objectives.,20,2025-11-09,2025-04-04,Active
ASG000326,SEC000091,PHYS484,Homework 2,Lab,Assignment covering course materials and objectives.,10,2024-03-17,2024-10-10,Draft
ASG000327,SEC000316,PHYS424,Presentation 2,Project,Assignment covering course materials and objectives.,50,2024-02-06,2025-04-21,Draft
ASG000328,SEC000074,CS149,Midterm 3,Homework,Assignment covering course materials and objectives.,25,2025-01-08,2024-02-19,Active
ASG000329,SEC000223,MUS101,Project 6,Project,Assignment covering course materials and objectives.,20,2024-07-30,2025-01-06,Active
ASG000330,SEC000058,CHEM531,Presentation 3,Presentation,Assignment covering course materials and objectives.,20,2024-11-29,2024-03-10,Active
ASG000331,SEC000160,HIST307,Lab 7,Quiz,Assignment covering course materials and objectives.,50,2024-09-07,2024-02-06,Active
ASG000332,SEC000341,ART238,Quiz 6,Quiz,Assignment covering course materials and objectives.,20,2024-08-14,2025-11-04,Active
ASG000333,SEC000016,ECON554,Presentation 8,Project,Assignment covering course materials and objectives.,10,2025-08-23,2024-06-02,Active
ASG000334,SEC000001,MUS101,Midterm 5,Quiz,Assignment covering course materials and objectives.,20,2024-12-12,2025-08-03,Draft
ASG000335,SEC000213,PSYC215,Essay 4,Project,Assignment covering course materials and objectives.,100,2024-02-21,2024-08-15,Draft
ASG000336,SEC000116,EDUC545,Final 6,Midterm,Assignment covering course materials and objectives.,25,2024-07-24,2024-08-14,Active
ASG000337,SEC000302,BUS526,Essay 1,Homework,Assignment covering course materials and objectives.,10,2025-07-19,2024-11-01,Active
ASG000338,SEC000201,PHYS506,Exam 7,Midterm,Assignment covering course materials and objectives.,25,2024-02-14,2024-04-04,Active
ASG000339,SEC000221,ENG333,Final 4,Quiz,Assignment covering course materials and objectives.,25,2025-02-04,2025-01-06,Active
ASG000340,SEC000010,ENG314,Project 5,Essay,Assignment covering course materials and objectives.,25,2025-06-07,2025-11-22,Active
ASG000341,SEC000199,PHYS261,Lab 3,Homework,Assignment covering course materials and objectives.,10,2025-05-29,2024-04-18,Active
ASG000342,SEC000072,HIST123,Project 3,Homework,Assignment covering course materials and objectives.,10,2025-01-19,2024-12-22,Active
ASG000343,SEC000308,PHYS329,Final 1,Presentation,Assignment covering course materials and objectives.,10,2025-08-31,2024-04-24,Draft
ASG000344,SEC000393,MUS278,Essay 1,Midterm,Assignment covering course materials and objectives.,25,2024-05-02,2025-08-15,Active
ASG000345,SEC000200,MUS358,Midterm 8,Essay,Assignment covering course materials and objectives.,10,2024-10-14,2025-02-14,Active
ASG000346,SEC000201,PHYS506,Exam 3,Final,Assignment covering course materials and objectives.,25,2024-07-19,2025-09-10,Draft
ASG000347,SEC000178,ENG336,Presentation 8,Exam,Assignment covering course materials and objectives.,10,2024-05-25,2024-01-04,Active
ASG000348,SEC000285,BUS538,Midterm 2,Homework,Assignment covering course materials and objectives.,20,2025-01-27,2025-11-20,Active
ASG000349,SEC000117,ENG333,Lab 8,Presentation,Assignment covering course materials and objectives.,25,2024-03-31,2024-09-15,Active
